Client_Num,Customer_Age,Age_Group,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Income Group,Cust_Satisfaction_Score,Cust Satisfaction Score
771693933,57,46-60,Female,0,Graduate,Single,FL,91750,no,yes,yes,cellular,White-collar,15110,Low,4,Unknown
771698658,36,36-45,Female,4,High School,Single,CA,91750,yes,no,no,cellular,Selfemployeed,11504,Low,5,Unknown
771706308,49,46-60,Female,3,Unknown,Married,TX,91750,no,no,no,cellular,Blue-collar,10636,Low,4,Unknown
771719283,30,26-35,Male,1,Graduate,Married,NJ,91750,yes,yes,no,cellular,Blue-collar,117112,High,5,Unknown
771723408,49,46-60,Female,4,High School,Single,FL,91750,no,no,no,unknown,Businessman,31147,Medium,3,Satisfied
771725808,27,26-35,Female,0,High School,Married,WA,53012,no,yes,no,cellular,Businessman,36965,Medium,5,Unknown
771730758,52,46-60,Male,1,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,62797,Medium,3,Satisfied
771733608,31,26-35,Female,0,High School,Married,NY,91750,yes,no,no,cellular,Selfemployeed,24694,Low,3,Satisfied
771735933,44,36-45,Male,4,Uneducated,Single,CA,91750,no,yes,yes,cellular,White-collar,75994,High,4,Unknown
771742533,52,46-60,Female,2,High School,Married,CA,91750,yes,no,no,cellular,Selfemployeed,5225,Low,4,Unknown
771749733,38,36-45,Female,4,Graduate,Married,CA,91750,yes,yes,no,cellular,White-collar,40305,Medium,5,Unknown
771752508,46,46-60,Male,3,High School,Married,FL,91750,yes,yes,no,cellular,Blue-collar,115128,High,5,Unknown
771756333,30,26-35,Male,0,High School,Married,CA,91750,yes,no,no,cellular,White-collar,22620,Low,4,Unknown
771769383,49,46-60,Female,2,Unknown,Married,CA,90275,yes,yes,no,cellular,Businessman,184729,High,5,Unknown
771772083,47,46-60,Male,4,Unknown,Married,FL,91750,no,yes,yes,cellular,Govt,114236,High,5,Unknown
771776808,38,36-45,Female,2,Graduate,Married,NY,91750,no,no,no,unknown,Businessman,17599,Low,4,Unknown
771783333,42,36-45,Female,1,Post-Graduate,Single,CA,91750,no,yes,no,cellular,Govt,26376,Low,4,Unknown
771790083,53,46-60,Male,3,Doctorate,Married,TX,91750,no,yes,no,cellular,Businessman,50686,Medium,4,Unknown
771795933,51,46-60,Female,3,Post-Graduate,Married,TX,91750,no,no,yes,cellular,Businessman,26331,Low,5,Unknown
771799008,37,36-45,Male,1,Doctorate,Single,CA,91750,no,no,no,cellular,White-collar,82477,High,4,Unknown
771809733,51,46-60,Female,2,Doctorate,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,5225,Low,3,Satisfied
771816408,50,46-60,Female,2,Graduate,Married,TX,91750,no,yes,yes,cellular,Blue-collar,33797,Medium,3,Satisfied
771819258,46,46-60,Male,3,Graduate,Single,TX,91750,no,yes,yes,cellular,Blue-collar,68742,Medium,4,Unknown
771823308,36,36-45,Male,1,Graduate,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,17987,Low,4,Unknown
771829758,66,60+,Female,0,High School,Married,TX,91750,no,yes,yes,cellular,Retirees,22425,Low,5,Unknown
771833433,43,36-45,Female,3,High School,Single,CA,91750,yes,no,no,cellular,Blue-collar,20975,Low,5,Unknown
771844458,40,36-45,Female,3,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,16119,Low,4,Unknown
771852483,48,46-60,Female,3,Graduate,Single,NJ,91750,no,no,no,cellular,White-collar,36548,Medium,5,Unknown
771854808,53,46-60,Female,2,Unknown,Single,NY,91750,yes,yes,no,cellular,Retirees,45179,Medium,4,Unknown
771862308,52,46-60,Male,1,Unknown,Married,TX,91750,yes,yes,no,cellular,Govt,85279,High,4,Unknown
771865908,59,46-60,Female,1,Doctorate,Married,CA,91750,no,yes,no,cellular,Blue-collar,29274,Low,3,Satisfied
771869508,39,36-45,Male,5,Graduate,Married,NY,91750,no,yes,no,cellular,Retirees,85909,High,3,Satisfied
771872733,44,36-45,Male,2,Uneducated,Married,FL,91750,no,yes,no,cellular,Blue-collar,73407,High,5,Unknown
771881283,38,36-45,Female,3,Unknown,Unknown,FL,91750,yes,no,no,cellular,Selfemployeed,48219,Medium,5,Unknown
771886233,46,46-60,Female,2,Post-Graduate,Married,CA,91750,no,yes,yes,cellular,Businessman,18897,Low,4,Unknown
771894558,49,46-60,Female,1,Doctorate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,14975,Low,5,Unknown
771899433,36,36-45,Female,3,High School,Married,FL,91750,no,yes,yes,cellular,Blue-collar,10866,Low,5,Unknown
771903033,40,36-45,Female,5,Graduate,Married,CA,91750,no,no,no,unknown,Blue-collar,20249,Low,5,Unknown
771907158,46,46-60,Male,5,Doctorate,Single,GA,91750,no,no,no,cellular,Businessman,73472,High,4,Unknown
771912408,54,46-60,Male,4,Graduate,Single,NJ,91750,yes,no,no,cellular,White-collar,103792,High,4,Unknown
771918033,47,46-60,Male,2,High School,Married,CA,91750,no,no,no,cellular,Businessman,79784,High,5,Unknown
771922008,39,36-45,Male,2,Doctorate,Single,NY,91750,no,yes,no,telephone,Blue-collar,61278,Medium,4,Unknown
771928608,52,46-60,Female,3,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,50542,Medium,4,Unknown
771935283,48,46-60,Male,4,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,96075,High,4,Unknown
771942333,46,46-60,Male,3,Uneducated,Married,NY,91750,yes,yes,no,cellular,Blue-collar,43673,Medium,5,Unknown
771952683,61,60+,Female,1,Uneducated,Single,TX,91750,yes,no,no,cellular,Retirees,43550,Medium,5,Unknown
771960708,42,36-45,Female,1,Graduate,Single,FL,91750,no,yes,no,cellular,Businessman,39132,Medium,5,Unknown
771963708,50,46-60,Female,2,Graduate,Married,TX,91750,no,no,no,unknown,Selfemployeed,2565,Low,5,Unknown
771976683,49,46-60,Female,2,High School,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,14975,Low,5,Unknown
771982083,43,36-45,Female,4,Uneducated,Married,NY,91750,yes,yes,no,cellular,White-collar,168348,High,5,Unknown
771989733,52,46-60,Male,2,High School,Married,TX,91750,no,yes,yes,cellular,Retirees,61136,Medium,3,Satisfied
772000533,30,26-35,Female,0,Graduate,Married,NY,91750,yes,yes,no,cellular,Businessman,16226,Low,4,Unknown
772031733,42,36-45,Female,3,Uneducated,Married,CA,91750,no,no,yes,cellular,Govt,30574,Medium,4,Unknown
772036233,62,60+,Female,0,High School,Unknown,NY,91750,yes,no,no,cellular,Selfemployeed,57679,Medium,5,Unknown
772047183,47,46-60,Female,3,Doctorate,Married,NJ,91750,no,no,no,unknown,Blue-collar,12263,Low,4,Unknown
772051308,49,46-60,Male,5,Graduate,Married,TX,91750,no,no,no,cellular,Businessman,43653,Medium,5,Unknown
772054458,53,46-60,Female,3,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,47883,Medium,4,Unknown
772063308,47,46-60,Female,4,Post-Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,52038,Medium,3,Satisfied
772069683,42,36-45,Female,4,High School,Married,CA,91750,yes,no,no,cellular,White-collar,75239,High,5,Unknown
772073508,40,36-45,Female,4,Graduate,Married,FL,91750,no,no,no,unknown,Businessman,32035,Medium,4,Unknown
772076208,45,36-45,Female,3,Graduate,Married,TX,91750,yes,yes,no,cellular,Retirees,40270,Medium,5,Unknown
772082208,54,46-60,Female,3,Uneducated,Married,CA,91750,no,no,no,cellular,Businessman,55396,Medium,5,Unknown
772086408,51,46-60,Female,1,Doctorate,Married,NV,91750,no,yes,no,unknown,Selfemployeed,14975,Low,5,Unknown
772095858,31,26-35,Male,1,Graduate,Single,CA,91750,no,no,no,telephone,Selfemployeed,45468,Medium,5,Unknown
772098858,37,36-45,Male,3,Graduate,Married,FL,91750,no,yes,no,cellular,Businessman,107421,High,5,Unknown
772103208,60,46-60,Male,1,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,38459,Medium,5,Unknown
772105608,46,46-60,Female,4,Graduate,Single,CA,91750,yes,no,no,cellular,Businessman,55057,Medium,4,Unknown
772111083,42,36-45,Male,4,Graduate,Single,TX,91750,no,no,no,cellular,Govt,58212,Medium,4,Unknown
772116408,54,46-60,Female,1,High School,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,26354,Low,5,Unknown
772118583,34,26-35,Male,3,High School,Married,MN,91750,no,no,no,cellular,Blue-collar,70156,High,4,Unknown
772127508,49,46-60,Female,4,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,30752,Medium,4,Unknown
772133808,43,36-45,Female,5,High School,Unknown,CA,91750,no,yes,no,cellular,White-collar,58333,Medium,4,Unknown
772137183,47,46-60,Female,3,Uneducated,Unknown,TX,91750,no,no,no,cellular,Govt,16492,Low,5,Unknown
772139433,39,36-45,Female,3,Graduate,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,14975,Low,5,Unknown
772143333,51,46-60,Male,1,Unknown,Married,FL,91750,no,no,no,cellular,Retirees,68986,Medium,5,Unknown
772145658,41,36-45,Female,5,Post-Graduate,Married,CA,91750,no,yes,no,cellular,Blue-collar,13212,Low,5,Unknown
772148058,43,36-45,Female,3,Graduate,Married,TX,91750,no,no,yes,cellular,Selfemployeed,32183,Medium,5,Unknown
772150983,47,46-60,Female,2,Graduate,Single,FL,91750,no,yes,no,cellular,White-collar,31045,Medium,4,Unknown
772155108,64,60+,Female,0,High School,Single,NY,91750,yes,no,no,cellular,Selfemployeed,14198,Low,5,Unknown
772162683,59,46-60,Female,1,High School,Single,TX,91750,yes,no,no,cellular,Selfemployeed,32287,Medium,5,Unknown
772166058,46,46-60,Male,4,Graduate,Single,NJ,91750,no,yes,no,cellular,White-collar,125955,High,4,Unknown
772172883,47,46-60,Male,2,Unknown,Single,FL,91750,yes,no,no,unknown,Blue-collar,84114,High,4,Unknown
772177308,64,60+,Male,0,Graduate,Married,FL,91750,yes,yes,no,cellular,Blue-collar,29987,Low,3,Satisfied
772189308,53,46-60,Male,2,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,84494,High,4,Unknown
772198983,53,46-60,Male,3,High School,Single,NY,91750,no,no,no,cellular,Businessman,63867,Medium,3,Satisfied
772202058,42,36-45,Female,3,Unknown,Married,CA,91750,yes,no,yes,cellular,Selfemployeed,14975,Low,5,Unknown
772204758,53,46-60,Female,3,Uneducated,Single,CA,91750,no,yes,no,cellular,Retirees,25214,Low,4,Unknown
772207683,54,46-60,Female,4,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,169176,High,4,Unknown
772216833,54,46-60,Male,5,High School,Married,NJ,91750,no,no,no,cellular,Govt,66027,Medium,5,Unknown
772220433,44,36-45,Male,2,Doctorate,Single,IL,91750,yes,no,no,cellular,Retirees,64739,Medium,3,Satisfied
772231233,33,26-35,Female,3,Graduate,Single,NJ,91750,yes,yes,no,cellular,Selfemployeed,55187,Medium,4,Unknown
772236108,47,46-60,Male,4,Uneducated,Unknown,UT,91750,no,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
772243833,64,60+,Male,0,Doctorate,Married,UT,91750,no,no,no,cellular,Blue-collar,49664,Medium,3,Satisfied
772248408,33,26-35,Female,2,Uneducated,Unknown,CA,91750,yes,yes,no,cellular,Retirees,36705,Medium,5,Unknown
772264383,42,36-45,Female,3,Graduate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,12937,Low,4,Unknown
772268058,61,60+,Female,1,High School,Single,CA,91750,no,no,no,cellular,Govt,34941,Medium,5,Unknown
772271508,46,46-60,Male,2,High School,Single,TX,91750,no,yes,no,cellular,Blue-collar,25619,Low,5,Unknown
772273983,39,36-45,Female,2,Uneducated,Single,NJ,91750,yes,no,no,unknown,Retirees,22287,Low,5,Unknown
772277508,47,46-60,Female,2,Graduate,Married,CA,91750,yes,yes,yes,telephone,Govt,36074,Medium,5,Unknown
772286658,49,46-60,Female,3,Unknown,Single,TX,91750,no,yes,no,cellular,Selfemployeed,21265,Low,4,Unknown
772288758,65,60+,Female,1,Unknown,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,12150,Low,4,Unknown
772292358,51,46-60,Female,3,Post-Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,11224,Low,5,Unknown
772300383,48,46-60,Male,3,Uneducated,Single,NY,91750,no,no,no,cellular,White-collar,131235,High,3,Satisfied
772303458,45,36-45,Female,4,Graduate,Single,CA,91750,yes,no,no,cellular,Blue-collar,13394,Low,5,Unknown
772306383,28,26-35,Male,0,High School,Single,TX,91750,no,yes,yes,unknown,Selfemployeed,25098,Low,3,Satisfied
772308408,49,46-60,Female,3,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,2565,Low,5,Unknown
772310958,42,36-45,Male,4,High School,Married,NY,91750,no,no,yes,cellular,Govt,87966,High,4,Unknown
772313358,42,36-45,Male,3,Graduate,Married,NJ,91750,no,yes,yes,cellular,Blue-collar,116339,High,4,Unknown
772323033,31,26-35,Female,0,Post-Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,59168,Medium,5,Unknown
772329183,44,36-45,Female,2,High School,Single,FL,91750,yes,yes,yes,cellular,White-collar,37853,Medium,3,Satisfied
772334133,55,46-60,Male,0,Doctorate,Married,SC,91750,no,yes,no,cellular,Businessman,69577,Medium,4,Unknown
772336458,56,46-60,Female,3,Graduate,Single,CA,91750,no,no,no,unknown,Selfemployeed,1250,Low,5,Unknown
772339383,55,46-60,Male,3,Graduate,Single,FL,91750,yes,no,no,unknown,White-collar,141448,High,4,Unknown
772341783,38,36-45,Female,4,Graduate,Single,FL,91750,no,no,no,cellular,Blue-collar,16053,Low,5,Unknown
772346358,44,36-45,Male,1,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,91373,High,4,Unknown
772353408,34,26-35,Female,1,Graduate,Single,UT,91750,yes,yes,yes,unknown,Selfemployeed,14196,Low,4,Unknown
772360683,45,36-45,Female,4,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,Low,4,Unknown
772364358,43,36-45,Male,1,High School,Single,TX,91750,no,no,yes,cellular,Businessman,61205,Medium,4,Unknown
772366833,35,26-35,Female,2,Unknown,Married,CA,91615,yes,no,no,cellular,Businessman,214273,High,3,Satisfied
772375533,50,46-60,Female,1,Graduate,Married,CA,91750,no,no,no,unknown,Selfemployeed,14975,Low,5,Unknown
772382283,43,36-45,Female,2,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,31499,Medium,4,Unknown
772388508,36,36-45,Male,2,Graduate,Unknown,CT,91750,yes,no,no,telephone,Businessman,90657,High,5,Unknown
772390908,56,46-60,Female,1,High School,Married,WA,53010,no,no,yes,cellular,Selfemployeed,1250,Low,5,Unknown
772394883,42,36-45,Female,4,High School,Single,CA,91750,no,no,no,cellular,Govt,33147,Medium,4,Unknown
772399983,54,46-60,Female,2,Uneducated,Single,NY,91750,yes,no,no,unknown,Govt,19367,Low,5,Unknown
772401933,34,26-35,Female,3,Graduate,Married,NY,91750,no,no,yes,cellular,Selfemployeed,38928,Medium,5,Unknown
772404633,52,46-60,Male,3,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,107387,High,5,Unknown
772407333,63,60+,Female,1,High School,Married,CA,91750,no,no,no,cellular,Selfemployeed,14975,Low,5,Unknown
772409733,27,26-35,Male,1,High School,Single,FL,91750,no,no,no,cellular,Selfemployeed,76456,High,4,Unknown
772415808,40,36-45,Male,4,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,53971,Medium,5,Unknown
772426383,27,26-35,Female,1,High School,Married,TX,91750,no,no,no,unknown,Selfemployeed,6550,Low,5,Unknown
772430733,54,46-60,Male,3,Graduate,Unknown,FL,91750,yes,yes,yes,unknown,White-collar,102076,High,4,Unknown
772437633,37,36-45,Male,2,Graduate,Single,NY,91750,no,no,no,cellular,White-collar,69382,Medium,5,Unknown
772442883,59,46-60,Female,0,Unknown,Married,CA,91750,no,yes,no,cellular,Govt,27562,Low,4,Unknown
772449858,52,46-60,Female,3,Post-Graduate,Married,CA,91750,no,yes,yes,cellular,Blue-collar,43634,Medium,5,Unknown
772452783,37,36-45,Female,0,Unknown,Married,NY,91750,yes,no,no,telephone,Businessman,15553,Low,4,Unknown
772457583,53,46-60,Male,0,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,98743,High,4,Unknown
772460508,50,46-60,Female,1,Graduate,Single,MN,91750,no,no,no,cellular,Selfemployeed,10425,Low,5,Unknown
772466508,46,46-60,Female,2,High School,Unknown,FL,91750,yes,yes,no,telephone,Govt,20428,Low,5,Unknown
772468983,51,46-60,Female,0,Unknown,Married,NJ,91750,no,no,no,cellular,Govt,18977,Low,4,Unknown
772472208,54,46-60,Female,5,Unknown,Married,NY,91750,no,yes,no,cellular,Retirees,25060,Low,4,Unknown
772491333,53,46-60,Female,4,Graduate,Married,TX,91750,no,no,no,cellular,Businessman,182464,High,3,Satisfied
772506858,46,46-60,Male,4,Graduate,Single,NY,91750,no,no,yes,cellular,Businessman,68413,Medium,5,Unknown
772514808,53,46-60,Female,1,Unknown,Unknown,TX,91750,yes,no,no,cellular,Blue-collar,25533,Low,4,Unknown
772525308,40,36-45,Female,2,Unknown,Married,FL,91750,no,yes,no,unknown,Govt,39889,Medium,5,Unknown
772528158,58,46-60,Female,0,High School,Single,TX,91750,yes,no,no,unknown,Retirees,29513,Low,3,Satisfied
772532208,42,36-45,Female,4,Uneducated,Single,TX,91750,no,yes,no,telephone,Selfemployeed,2565,Low,4,Unknown
772539558,40,36-45,Male,3,Unknown,Married,CA,91750,no,no,no,cellular,Govt,71574,High,3,Satisfied
772545858,50,46-60,Male,2,Post-Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,42529,Medium,4,Unknown
772565883,39,36-45,Male,2,Uneducated,Single,NY,91750,no,yes,no,cellular,Govt,75342,High,5,Unknown
772569033,60,46-60,Male,2,Graduate,Married,NJ,91750,yes,yes,no,cellular,Businessman,69112,Medium,4,Unknown
772571508,57,46-60,Female,3,Unknown,Single,FL,91750,yes,no,no,unknown,White-collar,25381,Low,3,Satisfied
772574283,43,36-45,Female,4,Graduate,Single,CA,91750,no,no,no,telephone,Selfemployeed,14975,Low,5,Unknown
772578858,51,46-60,Female,3,Graduate,Single,CA,91750,yes,yes,yes,cellular,Blue-collar,43601,Medium,5,Unknown
772580958,46,46-60,Male,3,Unknown,Married,TX,91750,yes,yes,no,cellular,Govt,86242,High,5,Unknown
772585008,40,36-45,Male,3,Graduate,Married,CA,91750,no,yes,no,cellular,Blue-collar,93722,High,3,Satisfied
772590408,56,46-60,Male,2,Unknown,Single,CA,91750,yes,no,no,cellular,Govt,46277,Medium,5,Unknown
772596783,51,46-60,Female,2,Uneducated,Single,NY,91750,no,no,no,cellular,Businessman,213177,High,3,Satisfied
772601283,30,26-35,Female,1,Graduate,Single,TX,91750,no,yes,no,unknown,Businessman,28914,Low,5,Unknown
772607433,48,46-60,Female,2,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,50462,Medium,3,Satisfied
772629333,46,46-60,Female,4,Unknown,Single,TX,91750,no,yes,no,telephone,Selfemployeed,11725,Low,3,Satisfied
772637058,44,36-45,Female,4,Unknown,Single,NY,91750,no,yes,yes,cellular,Businessman,22353,Low,3,Satisfied
772640808,37,36-45,Female,2,High School,Unknown,NY,91750,no,no,no,cellular,Businessman,181915,High,5,Unknown
772643058,34,26-35,Female,1,Graduate,Single,NY,91750,no,yes,no,unknown,Selfemployeed,14975,Low,5,Unknown
772655733,30,26-35,Male,1,Graduate,Single,CA,91750,no,yes,no,cellular,Retirees,64991,Medium,5,Unknown
772658658,47,46-60,Male,2,Graduate,Married,TX,91750,yes,yes,no,telephone,Selfemployeed,62659,Medium,4,Unknown
772661808,39,36-45,Male,5,Unknown,Married,NY,91750,yes,no,no,cellular,Govt,91460,High,5,Unknown
772669833,45,36-45,Female,2,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,34412,Medium,5,Unknown
772674933,40,36-45,Female,5,High School,Married,CA,91750,no,yes,no,unknown,Retirees,20517,Low,5,Unknown
772684833,44,36-45,Female,3,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,15324,Low,3,Satisfied
772687983,49,46-60,Male,5,Graduate,Married,TX,91750,yes,yes,no,cellular,Blue-collar,79307,High,4,Unknown
772695033,54,46-60,Female,2,Graduate,Married,TX,91750,yes,no,no,unknown,Selfemployeed,14975,Low,5,Unknown
772698783,57,46-60,Male,3,High School,Married,NY,91750,yes,no,no,unknown,White-collar,148310,High,4,Unknown
772706283,49,46-60,Female,4,Doctorate,Married,NY,91750,no,no,no,telephone,Selfemployeed,14975,Low,4,Unknown
772712658,55,46-60,Female,2,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,20859,Low,3,Satisfied
772721208,33,26-35,Female,3,High School,Married,FL,91750,no,no,no,cellular,Businessman,232857,High,4,Unknown
772725408,33,26-35,Male,4,Uneducated,Married,NY,91750,yes,yes,no,unknown,Govt,106036,High,4,Unknown
772728933,53,46-60,Female,2,Unknown,Single,TX,91750,no,no,no,cellular,Retirees,28815,Low,5,Unknown
772735758,27,26-35,Female,1,Uneducated,Unknown,NY,91750,no,no,no,unknown,Blue-collar,12519,Low,3,Satisfied
772758783,38,36-45,Female,2,Unknown,Single,NV,91750,yes,yes,no,unknown,Blue-collar,36543,Medium,3,Satisfied
772776033,41,36-45,Female,2,Unknown,Single,TX,91750,yes,yes,no,cellular,Govt,24181,Low,3,Satisfied
772782708,48,46-60,Female,3,Doctorate,Married,CA,91750,no,no,no,unknown,Selfemployeed,14975,Low,4,Unknown
772794108,52,46-60,Female,1,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,35247,Medium,3,Satisfied
772813458,59,46-60,Male,1,Uneducated,Single,FL,91750,no,yes,no,cellular,Govt,55730,Medium,5,Unknown
772825308,49,46-60,Female,4,High School,Unknown,NY,91750,yes,yes,no,cellular,Retirees,54460,Medium,5,Unknown
772837083,50,46-60,Male,3,Unknown,Single,CA,91750,yes,yes,yes,cellular,White-collar,44934,Medium,4,Unknown
772846383,55,46-60,Male,1,Uneducated,Single,NY,91750,no,no,no,telephone,Govt,78354,High,3,Satisfied
772857558,43,36-45,Male,5,Unknown,Married,NY,91750,no,yes,no,cellular,White-collar,71289,High,5,Unknown
772869033,56,46-60,Male,1,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,102444,High,5,Unknown
772879158,65,60+,Male,1,Unknown,Married,NY,91750,yes,yes,no,cellular,White-collar,45780,Medium,4,Unknown
772922883,37,36-45,Female,2,Uneducated,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,17553,Low,4,Unknown
772935108,51,46-60,Female,2,Graduate,Married,NY,91750,no,yes,yes,cellular,Retirees,16510,Low,3,Satisfied
773018583,57,46-60,Male,1,Graduate,Married,CA,91750,yes,no,no,telephone,White-collar,75291,High,3,Satisfied
773073558,44,36-45,Female,3,Graduate,Married,CA,91750,no,yes,yes,unknown,Selfemployeed,14975,Low,5,Unknown
773082033,44,36-45,Female,1,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,25573,Low,5,Unknown
773108958,52,46-60,Male,2,High School,Married,NJ,91750,yes,no,no,cellular,Businessman,62633,Medium,4,Unknown
773140683,33,26-35,Female,4,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,53007,Medium,3,Satisfied
773146383,29,26-35,Male,1,Graduate,Married,TX,91750,yes,yes,no,unknown,Businessman,15099,Low,5,Unknown
773155533,37,36-45,Male,1,Doctorate,Unknown,FL,91750,no,yes,no,cellular,Govt,76303,High,5,Unknown
773172483,54,46-60,Male,1,High School,Married,FL,91750,no,yes,no,cellular,Govt,103784,High,5,Unknown
773177358,43,36-45,Male,2,Doctorate,Single,FL,91750,no,yes,no,cellular,Retirees,98665,High,5,Unknown
773185833,50,46-60,Male,4,Graduate,Single,FL,91750,yes,no,no,cellular,Businessman,199776,High,4,Unknown
773228133,44,36-45,Female,3,Uneducated,Married,FL,91750,yes,no,no,telephone,Businessman,27467,Low,5,Unknown
773236983,62,60+,Female,1,Post-Graduate,Married,NJ,91750,yes,yes,no,telephone,Blue-collar,16745,Low,5,Unknown
773257233,40,36-45,Female,3,Uneducated,Unknown,NY,91750,no,no,no,cellular,Businessman,38450,Medium,4,Unknown
773270058,44,36-45,Female,0,Unknown,Married,TX,91750,yes,yes,no,cellular,Blue-collar,12107,Low,5,Unknown
773275083,51,46-60,Male,3,Unknown,Single,TX,91750,yes,no,yes,telephone,Blue-collar,77365,High,4,Unknown
773283108,45,36-45,Female,4,Unknown,Married,FL,91750,no,no,no,cellular,Businessman,222259,High,4,Unknown
773288958,44,36-45,Female,4,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,14975,Low,5,Unknown
773297508,43,36-45,Female,3,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,14975,Low,5,Unknown
773306658,59,46-60,Female,0,High School,Single,NY,91750,yes,no,no,cellular,Businessman,221178,High,5,Unknown
773322558,52,46-60,Male,2,High School,Single,CA,91750,no,no,no,cellular,Selfemployeed,46225,Medium,5,Unknown
773332908,35,26-35,Male,3,Doctorate,Single,NJ,91750,no,yes,no,cellular,Govt,54111,Medium,3,Satisfied
773342808,57,46-60,Male,5,High School,Married,FL,91750,yes,no,no,cellular,White-collar,92447,High,3,Satisfied
773356008,38,36-45,Male,5,Unknown,Married,TX,91750,yes,yes,no,cellular,Businessman,109333,High,5,Unknown
773364483,38,36-45,Female,3,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,18244,Low,4,Unknown
773373108,33,26-35,Female,2,Doctorate,Single,NJ,91750,no,no,no,unknown,Selfemployeed,5525,Low,4,Unknown
773383158,43,36-45,Female,3,Uneducated,Unknown,TX,91750,yes,no,no,cellular,Retirees,32062,Medium,4,Unknown
773389908,43,36-45,Female,3,Unknown,Married,CA,91750,yes,no,no,unknown,Blue-collar,21194,Low,5,Unknown
773442258,38,36-45,Female,2,Graduate,Single,CA,91750,yes,no,no,cellular,Blue-collar,13255,Low,5,Unknown
773448558,44,36-45,Female,3,High School,Unknown,CA,91750,no,yes,no,cellular,Blue-collar,10713,Low,4,Unknown
773457558,37,36-45,Female,1,Graduate,Unknown,FL,91750,yes,no,no,unknown,Govt,42733,Medium,4,Unknown
773466258,53,46-60,Female,2,High School,Married,TX,91750,yes,no,no,cellular,Selfemployeed,7865,Low,5,Unknown
773503308,49,46-60,Male,3,High School,Unknown,FL,91750,yes,yes,no,cellular,Retirees,47502,Medium,4,Unknown
773667708,45,36-45,Female,5,Uneducated,Unknown,FL,91750,no,no,no,cellular,Blue-collar,22975,Low,4,Unknown
773827008,40,36-45,Female,1,Graduate,Married,CA,91750,no,yes,no,telephone,Selfemployeed,5525,Low,5,Unknown
773988708,35,26-35,Male,3,Graduate,Unknown,TX,91750,yes,yes,yes,cellular,White-collar,104473,High,5,Unknown
774012933,37,36-45,Male,2,High School,Married,FL,91750,no,yes,no,cellular,White-collar,118417,High,3,Satisfied
774099708,45,36-45,Male,3,Graduate,Single,VA,91750,no,no,yes,cellular,Blue-collar,103488,High,4,Unknown
774172158,40,36-45,Female,4,Uneducated,Single,CA,91750,no,no,no,cellular,Businessman,31191,Medium,5,Unknown
774437583,44,36-45,Female,2,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,14975,Low,3,Satisfied
774491958,44,36-45,Male,4,Graduate,Single,TX,91750,no,yes,yes,unknown,Govt,112879,High,5,Unknown
774588633,38,36-45,Male,1,High School,Married,NJ,91750,no,no,no,cellular,Businessman,86104,High,5,Unknown
